tipo_establecimiento,tipo_titularidad,municipio_codigo,municipio_nombre,direccion_establecimiento,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_piso,direccion_puerta,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso,codigo_dea
Instalaciones de transporte,Publica,079,Madrid,PASEO de las Delicias 60  ,PASEO, Delicias,60,,,28045,"DENTRO DE LA ESTACION DE METRO DE DELICIAS, EN VESTIBULO CIUDAD R EAL",441096,4472293,,2020-357
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 121 E.M.T.,442158,4481299,,2020-431
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 120 E.M.T.,442158,4481299,,2020-432
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 119 E.M.T.,442158,4481299,,2020-433
Otros,Publica,092,Mostoles,CALLE Fragua 13  ,CALLE,Fragua,13,,,28933,EN VEHICULO POLICIA MUNICIPAL M-7 - 9266LLB ,426893,4466062,24H,2021-1
Instalaciones de transporte,Publica,079,Madrid,CALLE de Ulises 1  ,CALLE,Ulises,1,,,28043,DENTRO ESTACION ARTURO SORIA EN VESTIBULO ULISES/JOSE SILVA,444364,4478580,,2019-29
Instalaciones de transporte,Publica,079,Madrid,CMNO de Ganapanes 33  ,CMNO,Ganapanes,33,,,28035,"DENTRO DE LA ESTACION DE PENAGRANDE, EN VESTIBULO ",439300,4480844,,2018-3068
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Albarracin 33  ,CALLE,Albarracin,33,,,28037,2º PLANTA ,446469,4475980,,2020-347
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 85 E.M.T.,442158,4481299,DE 5 A 0.30,2020-561
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 163 E.M.T.,442158,4481299,DE 5 A 0.30,2020-511
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 162A E.M.T.,442158,4481299,"DE 5 A 0,30",2020-512
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 161 E.M.T.,442158,4481299,DE 5 A 0.30,2020-513
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 145 E.M.T.,442158,4481299,DE 5 A 0.30,2020-530
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 144 E.M.T.,442158,4481299,DE 5 A 0.30,2020-531
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 143 E.M.T.,442158,4481299,DE 5 A 0.30,2020-532
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 141 E.M.T.,442158,4481299,DE 5 A 0.30,2020-534
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 140 E.M.T.,442158,4481299,DE 5 A 0.30,2020-535
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 109 E.M.T.,442158,4481299,DE 5 A 0.30,2020-536
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 108 E.M.T.,442158,4481299,DE 5 A 0.30,2020-537
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 107 E.M.T.,442158,4481299,DE 5 A 0.30,2020-538
Establecimiento dependiente de una Administracion Publica,Publica,903,Tres Cantos,AVDA de la Luz   ,AVDA,Luz,,,,28760,POLIDEPORTIVO LA LUZ AYUNTAMIENTO DE TRES CANTOS,440279,4495176,,2020-39
Centro educativo,Publica,903,Tres Cantos,SECT Embarcaciones 34  ,SECT,Embarcaciones,34,,,28760,COLEGIO TIERNO GALVAN AYUNTAMIENTO DE TRES CANTOS,440537,4494652,,2020-40
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,CALLE Mar de Alboran 1  ,CALLE,Mar de Alboran,1,,,28500,RECEPCION - CENTRO MONSERRAT CABALLE ,463248,4460666,,2020-236
Centro educativo,Publica,014,Arganda del Rey,CALLE Piragua 2  ,CALLE,Piragua,2,,,28500,PLANTA BAJA PASILLO CENTRAL ESCUELA INFANTIL MUNICIPAL,462977,4460515,,2020-238
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,CALLE Leon Felipe SN  ,CALLE,Leon Felipe,SN,,,28500,RECEPCION ENTRADA JUNTO MOSTRADOR ,462019,4461074,,2020-239
Instalaciones de transporte,Publica,079,Madrid,CALLE de Villamanin 27  ,CALLE,Villamanin,27,,,28011,DENTRO DE LA ESTACION BATAN VESTIBULO VILLAMANIN,436119,4473276,24 HORAS,2018-2793
Instalaciones de transporte,Publica,079,Madrid,CALLE de Santa Barbara 5  ,CALLE,Santa Barbara,5,,,28004,DENTRO DE LA ESTACION DE METRO ALONSO MARTINEZ PASILLO DISTRIBUCION ACCESO LINEA 10,440968,4475432,,2019-157
Instalaciones de transporte,Publica,079,Madrid,PASEO de la Castellana 67  ,PASEO,Castellana,67,,,28046,DENTRO ESTACION NUEVOS MINISTERIOS VESTIBULO RENFE L6,441343,4477479,,2018-2727
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 118 E.M.T.,442158,4481299,,2020-434
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 44 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30,2020-460
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,AVDA del General Peron 38 16 ,AVDA,General Peron,38,16,,28020,FROB EDIFICIO MASTERS II ,441237,4478149,,2018-1346
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Los Madrazo 38  ,CALLE,Los Madrazo,38,,,28014,Vestibulo interior de planta baja ,441077,4474323,24 H,2020-813
Instalaciones de transporte,Publica,079,Madrid,AVDA de la Albufera 285  ,AVDA,Albufera,285,,,28038,"Dent.de Est.de Miguel Hernandez, en vestibulo Rafael Alberti/Albu fera",445684,4470968,,2018-2909
Instalaciones de transporte,Publica,079,Madrid,AVDA del Ventisquero de la Condesa 28  ,AVDA,Ventisquero de la Condesa,28,,,28034,DENTRO ESTACION METRO MIRASIERRA EN EL VESTIBULO,439294,4482502,,2019-15
Establecimiento dependiente de una Administracion Publica,Publica,903,Tres Cantos,AVDA de los Labradores 17  ,AVDA,los Labradores,17,,,28760,POLIDEPORTIVO LAURA OTER AYUNTAMIENTODE TRES CANTOS,440728,4494760,,2020-47
Instalaciones de transporte,Publica,079,Madrid,PASEO de la Castellana 67  ,PASEO,Castellana,67,,,28046,DENTRO DE LA ESTACION DE METRO NUEVOS MINISTERIOS EN EL PASILLO DE L10 A L6,441343,4477479,,2018-2724
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 43 DISPOSITIVO MOVIL,442158,4481299,,2020-459
Otros,Publica,079,Madrid,CALLE AUTOBUS 103 42  ,CALLE,AUTOBUS 103,42,,,28046,E.M.T.,442158,4481299,DE 5 A 0.30,2020-543
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 95 E.M.T.,442158,4481299,DE 5 A 0.30,2020-551
Instalaciones de transporte,Publica,065,Getafe,AVDA Estacion Cercanias Getafe Industrial 0  ,AVDA,Estacion Cercanias Getafe Industrial,0,,,28906,,439864,4461906,,2019-2860
Instalaciones de transporte,Publica,079,Madrid,AVDA Estacion Santa Eugenia 0  ,AVDA,Estacion Santa Eugenia,0,,,28031,,448296,4470879,,2019-2861
Instalaciones de transporte,Publica,079,Madrid,AVDA Estacion Cercanias Valdebebas 0  ,AVDA,Estacion Cercanias Valdebebas,0,,,28055,,447765,4481470,,2019-2863
Instalaciones de transporte,Publica,079,Madrid,CALLE Estacion Vallecas 0  ,CALLE,Estacion Vallecas,0,,,28031,,446977,4470352,,2019-2864
Otros,Publica,092,Mostoles,CALLE Fragua 13  ,CALLE,Fragua,13,,,28933,VEHICULO DE POLICIA MUNICIPAL M-33 6745-JVC ,426892,4466060,,2019-2921
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,PLAZA de la Constitucion 1  ,PLAZA,Constitucion,1,,,28500,AUNTAMIENTO - RECEPCION ENTRADA ,462812,4461239,,2020-227
Centro educativo,Publica,014,Arganda del Rey,CALLE Gran Via 0  ,CALLE,Gran Via,0,,,28500,interior aula 2 anos planta baja final pasillo CASA DE LOS NINOS,459157,4462948,,2020-228
Centro educativo,Publica,014,Arganda del Rey,CALLE Condor 9  ,CALLE,Condor,9,,,28500,EXTERIOR DEPENDENCIA ENFERMERIA (PLANTA BAJA CENTRO APSA,461554,4462609,,2020-229
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,CALLE Pablo Iglesias 1  ,CALLE,Pablo Iglesias,1,,,28500,PASILLO PLANTA BAJA CENTRO CULTURAL PILAR MIRO ,462339,4461281,,2020-230
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,PASEO de la Estacion 5  ,PASEO,Estacion,5,,,28500,RECEPCION ENTRADA ,462188,4461557,,2020-233
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,CALLE Virgen del Pilar 1  ,CALLE,Virgen del Pilar,1,,,28500,RECEPCION SERVICIOS SOCIALES 1ª PLANTA ,462136,4461416,,2020-234
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,CALLE Formentera 1  ,CALLE,Formentera,1,,,28500,RECEPCION ENTRADA CENTRO INTEGRADO LA POVEDA ,459339,4462615,,2020-235
Otros,Publica,148,Torrejon de Ardoz,CALLE Joaquin Blume 0  ,CALLE,Joaquin Blume,0,,,28850,CAJA DEL ARTE AYUNTAMIENTO TORREJON DE ARDOZ,460148,4477418,,2020-807
Otros,Publica,079,Madrid,AVDA del Llano Castellano 13 6 ,AVDA,Llano Castellano,13,6,,28034,AERNNOVA ENGINEERING DIVISION ,441983,4481935,7-21,2020-858
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,005,Alcala de Henares,AVDA de Madrid 9  ,AVDA,Madrid,9,,,28802,ENLA PISCINA CUBIERTA EL JUNCAL CIUDAD DEPORTIVA MUNICIPAL,467000,4480753,"9,00h a 22,00h (l-v) 9,00h a 21,00h (s,d,f)",2018-581
Instalaciones de transporte,Publica,079,Madrid,PLAZA de Santa Barbara 5  ,PLAZA,Santa Barbara,5,,,28004,DENTRO DE LA ESTACION DE METRO DE ALONSO MARTINEZ PASARELA DE DISTRIBUCION A ANDENES L4,440968,4475432,,2018-2867
Instalaciones de transporte,Publica,079,Madrid,CMNO del Aeropuerto 0  ,CMNO,Aeropuerto,0,,,28042,AEROPUERTO BARAJAS NIVEL 1 TERMINAL 4 DENTRO DE ESTACION AEROPUERTO T4 VESTIBULO PRINCIPAL,449755,4482558,6:00 A 1:30,2018-2759
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 10 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30,2020-374
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 11 DISPOSITIVO MOVIL,442158,4481299,05:00-00:30,2020-375
Otros,Publica,085,Miraflores de la Sierra,CALLE Padre Rivero 1  ,CALLE,Padre Rivero,1,,,28792,VEHICULO PATRULLA POLICIA LOCAL MIRAFLORES DE LA SIERRA DISPOSITIVO MOVIL,436061,4518286,HORARIO DE SERVICIO POLICIAL,2020-590
Establecimiento dependiente de una Administracion Publica,Publica,172,Villalbilla,PLAZA de la Urba 4  ,PLAZA,Urba,4,,,28810,BAR-RESTAURANTE EL ROBLEDAL - JUNTO A LA PISCINA ,476112,4476025,10:00-24:00,2020-611
Establecimiento dependiente de una Administracion Publica,Publica,172,Villalbilla,CMNO de la Isabela 2  ,CMNO,Isabela,2,,,28810,CASA DE CULTURA - ENTRADA ,470070,4476756,,2020-613
Establecimiento dependiente de una Administracion Publica,Publica,172,Villalbilla,PLAZA Mayor 2  ,PLAZA,Mayor,2,,,28810,CASA CONSISTORIAL - Recepcion ,474664,4475804,L-V 8-15,2020-617
Instalaciones de transporte,Publica,079,Madrid,AVDA de los Poblados 0  ,AVDA,los Poblados,0,,,28047,"DENTRO ESTACION ALUCHE, EN VESTIBULO RENFE ",435401,4470859,,2018-3031
Instalaciones de transporte,Publica,006,Alcobendas,CTRA Estacion Cercanias Universidad P.Comillas 0  ,CTRA,Estacion Cercanias Universidad P.Comillas,0,,,28049,,442132,4489484,,2020-634
Instalaciones de transporte,Publica,049,Coslada,AVDA Estacion Cercanias San Fernando de Henares 2  ,AVDA,Estacion Cercanias San Fernando de Henares,2,,,28821,,454673,4477009,,2019-2880
Instalaciones de transporte,Publica,007,Alcorcon,AVDA Estacion Cercanias San Jose de Valderas 5  ,AVDA,Estacion Cercanias San Jose de Valderas,5,,,28925,,430738,4467661,,2019-2881
Otros,Publica,079,Madrid,CALLE de la Encomienda de Palacios 190 2 ,CALLE,Encomienda de Palacios,190,2,,28030,PASILLO PRINCIPAL AL LADO SALA FISIOTERAPIA ,445514,4472235,9-18,2020-83
Instalaciones de transporte,Publica,007,Alcorcon,PASEO Extremadura 15  ,PASEO,Extremadura,15,,,28921,DENTRO DE ESTACION DE METRO ALCORCON CENTRAL EN EL VESTIBULO,429388,4466926,,2018-3134
Instalaciones de transporte,Publica,079,Madrid,AVDA de Pio XII 4  ,AVDA,Pio XII,4,,,28016,DENTRO DE LA ESTACIONDE METRO PIO XII EN EL VESTIBULO MANUEL MONTILLA,442688,4479319,,2018-2915
Instalaciones de transporte,Publica,079,Madrid,CALLE de Velazquez 92  ,CALLE,Velazquez,92,,,28006,DENTRO ESTACION NUNEZ DE BALBOA EN EL ANDEN I DE LA LINEA 9,442060,4476019,DE 6:00 A 1:30 H,2018-2765
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Alcala 526  ,CALLE,Alcala,526,,,28027,PLANTAS 1ª ALMACEN-HALL ,447351,4477039,,2020-336
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,Caracola nº20. Formacion ,442398,4480511,,2020-363
Instalaciones de transporte,Publica,079,Madrid,"PASEO DENTRO DE LA ESTACION DE METRO BEGONA, EN EL VESTIBULO LA PAZ 0  ",PASEO,"DENTRO DE LA ESTACION DE METRO BEGONA, EN EL VESTIBULO LA PAZ",0,,,28046,CIUDAD SANITARIA DE LA PAZ,441865,4481285,,2018-3181
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,148,Torrejon de Ardoz,"CTRA Ajalvir 1,2  ",CTRA,Ajalvir,"1,2",,,28850,PABELLON JORGE GARBAJOSA AYTO TORREJON DE ARDOZ,459462,4480961,L-V 8.30-22.00 S y D SEGUN PARTIDOS,2020-752
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PASEO de la Castellana 44  ,PASEO,Castellana,44,,,28046,CONSORCIO COMPENSACION SEGUROS ,441663,4476138,,2020-840
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PASEO de la Castellana 32  ,PASEO,Castellana,32,,,28046,CONSORCIO DE COMPENSACION DE SEGUROS ,441637,4475925,,2020-841
Otros,Publica,092,Mostoles,CALLE Fragua 13  ,CALLE,Fragua,13,,,28933,VEHICULO DE POLICIA MUNICIPAL M-10 MATRICULA 9297-LLB ,426893,4466062,24 H,2021-5
Instalaciones de transporte,Publica,079,Madrid,CALLE de las Islas Cies 23  ,CALLE, Islas Cies,23,,,28035,DENTRO ESTACION AVENIDA DE LA ILUSTRACION EN EL VESTIBULO,439113,4481295,,2018-2973
Instalaciones de transporte,Publica,079,Madrid,CALLE de Ramon Gomez de la Serna 33  ,CALLE,Ramon Gomez de la Serna,33,,,28035,"DENTRO DE LA ESTACION DE LA COMA, EN EL VESTIBULO ",438699,4481794,,2019-154
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,026,Brunete,CALLE Real de San Sebastian 21  ,CALLE,Real de San Sebastian,21,,,28690,SALA FISIOTERAPIA PISCINA MUNICIPAL,415344,4473054,9-22,2020-345
Centro educativo,Publica,079,Madrid,CALLE de Blas Cabrera 90 BAJA ,CALLE,Blas Cabrera,90,BAJA,,28044,JUNTO A LA PUERTA DE SECRETARIA I.E.S. LEONARDO DA VINCI,435205,4470009,,2018-838
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,PASEO de la Castellana 108  ,PASEO,Castellana,108,,,28046,AGENCIA ESTATAL DE ADMINISTRACION TRIBUTARIA ,441434,4477449,de 7 a 21 DIAS LABORALES,2020-663
Instalaciones de transporte,Publica,079,Madrid,CALLE del Principe de Vergara 204  ,CALLE,Principe de Vergara,204,,,28002,DENTRO ESTACION CONCHA ESPINA EN VESTIBULO PLAZA DE CATALUNA,442535,4477873,,2018-2880
Instalaciones de transporte,Publica,079,Madrid,CALLE del Doctor Esquerdo 62  ,CALLE,Doctor Esquerdo,62,,,28007,"DENTRO ESTACION SAINZ DE BARANDA, ANDEN 2 LINEA 9 ",443186,4474091,DE 6:00 A 1:30,2018-2768
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Jorge Juan 106  ,CALLE,Jorge Juan,106,,,28009,PLANTA 2ª TIMBRE- AL LADO MAQUINA CAFE ,443066,4474922,,2020-339
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 110 E.M.T.,442158,4481299,,2020-453
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 155 E.M.T.,442158,4481299,DE 5 A 0.30,2020-520
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 154 E.M.T.,442158,4481299,DE 5 A 0.30,2020-521
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 153 E.M.T.,442158,4481299,"DE 5 A 0,30",2020-522
Otros,Publica,079,Madrid,CALLE de Nunez de Balboa 116  ,CALLE,Nunez de Balboa,116,,,28006,AEAT AGENCIA ESTATAL DE LA ADMINISTRACION TRIBUTARIA ,442191,4476512,,2020-750
Instalaciones de transporte,Publica,113,Pinto,CALLE Estacion Cercanias Pinto 0  ,CALLE,Estacion Cercanias Pinto,0,,,28320,,440148,4454944,,2019-2865
Instalaciones de transporte,Publica,079,Madrid,CALLE Estacion Cercanias Pitis 0  ,CALLE,Estacion Cercanias Pitis,0,,,28049,,438424,4482964,,2019-2866
Instalaciones de transporte,Publica,115,Pozuelo de Alarcon,PLAZA Estacion Cercanias Pozuelo 0  ,PLAZA,Estacion Cercanias Pozuelo,0,,,28224,,432153,4477723,,2019-2869
Instalaciones de transporte,Publica,079,Madrid,PASEO de las Acacias 61  ,PASEO, Acacias,61,,,28005,TAQUILLAS JUNTO A PARED RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,439634,4472675,,2018-1555
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,026,Brunete,CALLE Estudiantes 3  ,CALLE,Estudiantes,3,,,28690,SECRETARIA POLIDEPORTIVO MUNICIPAL JOSE RAMON DE LA MORENA,414916,4474064,8-23:30,2020-343
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 55 ,442158,4481299,05:00-00:30,2020-409
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 48 E.M.T.,442158,4481299,,2020-411
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 194 E.M.T.,442158,4481299,"ENTRE 5 Y 0,30 SIGUIENTE",2020-454
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 193 E.M.T.,442158,4481299,"ENTRE 5 Y 0,30 DIA SIGUIENTE",2020-455
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 192 E.M.T.,442158,4481299,"ENTRE 5 Y 0,30 DIA SIGUIENTE",2020-456
Centro educativo,Publica,083,Meco,CALLE de la Estacion 35 BAJA ,CALLE,Estacion,35,BAJA,,28880,HALL PRINCIPAL ,472601,4489075,,2019-2704
Centro educativo,Publica,903,Tres Cantos,SECT Pueblos 19  ,SECT,Pueblos,19,,,28760,COLEGIO CIUDAD DE COLUMBIA AYUNTAMIENTO TRES CANTOS,439400,4496188,DE 9 A 17,2020-687
Centro educativo,Publica,161,Valdemoro,CALLE Herencia 1 BAJA ,CALLE,Herencia,1,BAJA,,28341,JUNTO A CONSERJERIA EN HALL DE ENTRADA EDIFICIO A IES VILLA DE VALDEMORO,441874,4448975,L A V 8-19.30,2018-902
Establecimiento dependiente de una Administracion Publica,Publica,127,Las Rozas de Madrid,CMNO Real 18  ,CMNO,Real,18,,,28232,"CENTRO DE MAYORES ""EL BAILE II"" AYUNTAMIENTO DE LAS ROZAS",426044,4482710,,2020-705
Establecimiento dependiente de una Administracion Publica,Publica,127,Las Rozas de Madrid,"CALLE CENTRO DE MAYORES ""EL BAILE I"" 18  ",CALLE,"CENTRO DE MAYORES ""EL BAILE I""",18,,,,AYUNTAMIENTO DE LAS ROZAS,426044,4482710,,2020-706
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,148,Torrejon de Ardoz,CALLE Joaquin Blume S/N  ,CALLE,Joaquin Blume,S/N,,,28850,CIUDAD DEPORTIVA JOAQUIN BLUME AYUNTAMIENTO TORREJON DE ARDOZ,460121,4477077,L-V 9.00-22.00 S y D SEGUN PARTIDOS,2020-714
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,AVDA Real 14  ,AVDA,Real,14,,,28032,RECEPCION CENTRO POLIVALENTE ,448472,4472626,L-V 10:00 a 20:30 // SABADOS 9:30 A 20:00,2019-2948
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE Museo ICO 3  ,CALLE,Museo ICO,3,,,28014,,440812,4474250,,2020-36
Establecimiento dependiente de una Administracion Publica,Publica,014,Arganda del Rey,AVDA del Canal 44  ,AVDA,Canal,44,,,28500,RECEPCION ENTRADA CONCEJALIA DE MODELOS DE CIUDAD E INDUSTRIA,459689,4462296,,2020-237
Instalaciones de transporte,Publica,079,Madrid,CALLE de Barcelo 2  ,CALLE,Barcelo,2,,,28004,DENTRO DE LA ESTACION DE METRO TRIBUNAL EN EL ANDEN 1 LINEA 10,440552,4475306,24 HORAS - ABIERTO AL PUBLICO DE 6:00 A 1:30,2018-2950
Instalaciones de transporte,Publica,079,Madrid,AVDA de Logrono 347  ,AVDA,Logrono,347,,,28042,DENTRO DE LA ESTACION DE BARAJAS EN EL VESTIBULO PRINCIPAL ,450618,4480725,DE 6:00 A 1:30 H,2018-2761
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 175 E.M.T.,442158,4481299,DE 5 A 00.30,2020-499
Otros,Publica,079,Madrid,CALLE de Mauricio Legendre 42  ,CALLE,Mauricio Legendre,42,,,28046,AUTOBUS 174 E.M.T.,442158,4481299,DE 5 A 00.30,2020-500
Centro educativo,Publica,065,Getafe,CTRA de Getafe-Leganes S/N  ,CTRA,Getafe-Leganes,S/N,,,28907,EN EL HALL DE ENTRADA I.E.S. ICARO,436976,4463114,,2018-1179
Instalaciones de transporte,Publica,079,Madrid,PASEO Estacion Cercanias Delicias 61  ,PASEO,Estacion Cercanias Delicias,61,,,28045,,441193,4472437,,2019-2839
Instalaciones de transporte,Publica,079,Madrid,CTRA Estacion Cercanias El Barrial 1  ,CTRA,Estacion Cercanias El Barrial,1,,,28023,,431527,4479738,,2019-2840
Otros,Publica,075,Loeches,CALLE Molino 29  ,CALLE,Molino,29,,,28890,PROTECCION CIVIL AYUNTAMIENTO DE LOECHES,464843,4470585,,2020-77
Instalaciones de transporte,Publica,079,Madrid,CALLE del Nectar 0  ,CALLE,Nectar,0,,,28022,"DENTRO DELDEPOSITO DE METRO DE CANILLEJAS, EN EL ALMACEN ",448421,4477237,,2019-33
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,127,Las Rozas de Madrid,CMNO Garzo 79  ,CMNO,Garzo,79,,,28290,CAMPO DE FUTBOL SAN JOSE DE LAS MATAS ,424988,4489689,,2019-286
Instalaciones de transporte,Publica,079,Madrid,"CALLE DENTRO DE LA ESTACION DE METRO BARRIO DEL PILAR, EN EL VESTIBULO 29  ",CALLE,"DENTRO DE LA ESTACION DE METRO BARRIO DEL PILAR, EN EL VESTIBULO",29,,,28029,PLAZA MONDARIZ,440329,4481043,,2019-13
Instalaciones de transporte,Publica,079,Madrid,CALLE de Ginzo de Limia 47  ,CALLE,Ginzo de Limia,47,,,,DENTRO DE LA ESTACION DE METRO HERRERA HORIA EN EL VESTIBULO FERM IN CABALLERO,440089,4481690,,2019-21
Instalaciones de transporte,Publica,079,Madrid,CALLE de Ginzo de Limia 2  ,CALLE,Ginzo de Limia,2,,,28029,"DENTRO DE LA ESTACION DE METRO BARRIO DEL PILAR, EN EL VESTIBULO MELCHOR FERNANDEZ ALMAGRO",440329,4481043,,2019-14
Instalaciones de transporte,Publica,079,Madrid,CALLE del Camino de los Vinateros 1  ,CALLE,Camino de los Vinateros,1,,,28030,"DENTRO DE LA ESTACION DE METRO ESTRELLA, EN EL VESTIBULO MORATALA Z",443997,4473607,,2019-48
Instalaciones de transporte,Publica,079,Madrid,GTA de Quevedo 2  ,GTA,Quevedo,2,,,28015,"DENTRO DE LA ESTACION DE QUEVEDO EN ENTRADA, BOCA ARAPILES, HALL PRINCIPAL",440229,4476099,,2018-2816
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,PASEO de las Delicias 61  ,PASEO, Delicias,61,,,28045,Edificio Delicias 61 ,441218,4472358,,2020-358
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,AVDA de la Ciudad de Barcelona 4  ,AVDA,Ciudad de Barcelona,4,,,28007,Tras RECEPCION SEGURIDAD. Edificio Avenida Ciudad de Barcelona nº 4,441777,4473027,,2020-359
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,AVDA de la Ciudad de Barcelona 8  ,AVDA,Ciudad de Barcelona,8,,,28007,Vestibulo de entrada. Edificio Avenida Ciudad de Barcelona nº8 ,441947,4472968,,2020-360
